idea_id,idea_description,industry,sub_industry,problem,target_audience,solution,technology,business_model,revenue_model,geographic_market,market_need,competition_level,source,source_url
IDEA-00048,"[DERIVED] Fastgen is a real, publicly-recorded DeepTech company (category tags: Hardware + Software) headquartered in United States.",DeepTech,Hardware + Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00049,"[DERIVED] Backupify is a real, publicly-recorded SaaS company (category tags: Enterprise Software) headquartered in United States.",SaaS,Enterprise Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00050,"[DERIVED] Zocalo.in is a real, publicly-recorded PropTech company (category tags: Online Rental|Property Management|Rental Housing) headquartered in India.",PropTech,Online Rental|Property Management|Rental Housing,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,India,Unknown - no external source,Medium (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00051,"[DERIVED] Veeqo is a real, publicly-recorded E-commerce company (category tags: Cloud Computing|E-Commerce) headquartered in United Kingdom.",E-commerce,Cloud Computing|E-Commerce,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United Kingdom,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00052,"[DERIVED] NetDocuments is a real, publicly-recorded SaaS company (category tags: Cloud Data Services) headquartered in United States.",SaaS,Cloud Data Services,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00053,"[DERIVED] Flow Forward Medical is a real, publicly-recorded HealthTech company (category tags: Medical Devices) headquartered in United States.",HealthTech,Medical Devices,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00054,"[DERIVED] Andrew Technologies is a real, publicly-recorded HealthTech company (category tags: Biotechnology) headquartered in United States.",HealthTech,Biotechnology,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00055,"[DERIVED] Storspeed is a real, publicly-recorded SaaS company (category tags: Software) headquartered in United States.",SaaS,Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00056,"[DERIVED] Xenoport is a real, publicly-recorded HealthTech company (category tags: Biotechnology) headquartered in United States.",HealthTech,Biotechnology,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00057,"[DERIVED] Medypal is a real, publicly-recorded HealthTech company (category tags: Health Care) headquartered in India.",HealthTech,Health Care,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,India,Unknown - no external source,Medium (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00058,"[DERIVED] Techmanity is a real, publicly-recorded MarTech company (category tags: Content|Music|Sales and Marketing|Social Media) headquartered in United States.",MarTech,Content|Music|Sales and Marketing|Social Media,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00059,"[DERIVED] AudioCaseFiles is a real, publicly-recorded LegalTech company (category tags: Legal) headquartered in United States.",LegalTech,Legal,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,Medium (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00060,"[DERIVED] Hommily is a real, publicly-recorded TravelTech company (category tags: Marketplaces|Tourism|Travel) headquartered in an unspecified country.",TravelTech,Marketplaces|Tourism|Travel,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,,Unknown - no external source,Unknown,"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00061,"[DERIVED] Adaptics is a real, publicly-recorded DeepTech company (category tags: Apps|Hardware|Mobile) headquartered in Ireland.",DeepTech,Apps|Hardware|Mobile,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Ireland,Unknown - no external source,Low (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00062,"[DERIVED] DiningCircle is a real, publicly-recorded FoodTech company (category tags: Customer Service|Online Reservations|Restaurants|Software) headquartered in United States.",FoodTech,Customer Service|Online Reservations|Restaurants|Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00063,"[DERIVED] 3DT is a real, publicly-recorded FinTech company (category tags: Finance|Software|Venture Capital) headquartered in United States.",FinTech,Finance|Software|Venture Capital,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
